BsM_Cycle,Region,FMZ,waterbodyID,lakeName,BsM_ProjectName,Target Species,lat,long,dateSample,DD5 8110,Air Temp 8110,Lake Selection,surfaceArea,meanDepth,maxDepth,lakeVolume,yearSample,monthSample,daySample,Temperature/DO Sample Dates,Large and Small Mesh Netting Sample Dates
3,NA,6,15-7111-54802,Holly L.,NA, Walleye,49.43642,-90.08177,20-May-18,1434,2,Trend,302.6,2.9,10,8850800.65,2018,8,2,02-Aug-18,"01-Aug-18, 30-Jul-18, 31-Jul-18"
3,NA,6,16-4080-53975,Lost L.,NA, Brook Trout,48.72577,-88.25103,20-May-18,1389,2.8,Trend,168.6,3,12,5005509.03,2018,8,2,02-Aug-18,"01-Aug-18, 31-Jul-18"
3,NA,6,16-3634-54687,Black Sturgeon L.,NA, Walleye,49.35824,-88.87211,21-May-18,1424,2.3,Trend,4874.4,18.5,52.4,944498981.9,2018,8,1,01-Aug-18,"01-Aug-18, 30-Jul-18, 31-Jul-18"
3,NA,6,16-3534-54692,Circle L.,NA, Walleye,49.35977,-89.01858,21-May-18,1422,2.2,Trend,386.2,5.2,15,20175999.26,2018,8,1,01-Aug-18,"01-Aug-18, 30-Jul-18, 31-Jul-18"
3,NA,5,15-6315-54021,Kawene L.,NA,,48.7611,-91.20623,,,,Supplemental,113.5,5.9,27,6715805.74,2018,7,30,30-Jul-18,"01-Aug-18, 02-Aug-18, 30-Jul-18, 31-Jul-18"
3,NA,6,16-3237-55525,Maggotte L.,NA, Walleye,50.10119,-89.46517,20-May-18,1388,1.4,Trend,115.3,7.4,24,8783799.89,2018,7,24,24-Jul-18,"22-Jul-18, 23-Jul-18, 24-Jul-18, 25-Jul-18"
3,NA,6,16-2901-53647,Marks L.,NA, Brook Trout,48.4031,-89.83696,,1442,2.5,Trend,39.4,3.6,13.9,1427183.07,2018,7,23,23-Jul-18,"23-Jul-18, 24-Jul-18"
3,NA,6,15-6708-53937,Stetham L.,NA, Lake Trout,48.67442,-90.68295,18-May-18,1473,2.4,Trend,228.5,7.5,27,17192840.17,2018,7,23,23-Jul-18,"21-Jul-18, 22-Jul-18, 23-Jul-18, 24-Jul-18"
3,NA,6,15-6508-53878,Tilly L.,NA, Lake Trout,48.62935,-90.9475,18-May-18,1506,2.6,Trend,403.5,9.1,31,36848168.12,2018,7,23,23-Jul-18,"22-Jul-18, 23-Jul-18, 24-Jul-18"
3,NA,6,16-4332-55499,Weewullee L.,NA, Brook Trout,50.09338,-87.9311,20-May-18,1353,1.1,Trend,55.2,15.4,45,8510270.57,2018,7,23,23-Jul-18,"22-Jul-18, 23-Jul-18"
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2018,7,22,22-Jul-18,"22-Jul-18, 23-Jul-18"
3,NA,6,15-7029-53799,Tinto L.,NA, Lake Trout,48.54084,-90.25014,18-May-18,1444,2.4,Trend,159,8.7,30,13877554.14,2018,7,22,22-Jul-18,"22-Jul-18, 23-Jul-18, 24-Jul-18"
3,NA,6,15-6981-54703,Pakashkan L.,NA, Walleye,49.39128,-90.27892,20-May-18,1439,2,Trend,5176.7,4.1,21.4,194221099.5,2018,7,21,21-Jul-18,"17-Jul-18, 18-Jul-18, 19-Jul-18, 20-Jul-18"
3,NA,6,16-3132-54041,Dog L.,NA, Walleye,48.77812,-89.51281,21-May-18,1446,2.6,Trend,14552.4,29.6,117,4382072799,2018,7,18,18-Jul-18,"17-Jul-18, 18-Jul-18, 19-Jul-18, 20-Jul-18, 21-Jul-18"
3,NA,6,16-3964-54451,Purdom L.,NA, Brook Trout,49.15261,-88.4217,20-May-18,1433,2.6,Trend,244.5,3.2,8.2,7875200.31,2018,7,18,18-Jul-18,"16-Jul-18, 17-Jul-18, 18-Jul-18"
3,NA,6,16-3610-55699,Randolph L.,NA, Brook Trout,50.27741,-88.96094,20-May-18,1339,1,Trend,126.1,7.8,15.4,9933498.87,2018,7,18,18-Jul-18,"18-Jul-18, 19-Jul-18, 20-Jul-18"
3,NA,6,15-6904-53837,Greenwater L.,NA, Lake Trout,48.57454,-90.42999,18-May-18,1453,2.4,Trend,3407.2,18.1,54.9,553914320.5,2018,7,17,17-Jul-18,"17-Jul-18, 18-Jul-18, 19-Jul-18"
3,NA,6,15-7128-54128,Savanne L.,NA,,48.83265,-90.09804,,1435,2.3,Supplemental,365,2.5,4,9335345.21,2018,7,17,17-Jul-18,"17-Jul-18, 18-Jul-18, 19-Jul-18, 20-Jul-18"
3,NA,6,15-6827-54135,"des Mille Lacs, La.",NA, Walleye,48.87653,-90.51282,21-May-18,1446,2.2,Trend,24510.9,6.8,24.4,1639670499,2018,7,12,12-Jul-18,"08-Jul-18, 09-Jul-18, 10-Jul-18, 11-Jul-18"
3,NA,6,16-3884-54562,Frazer L.,NA, Walleye,49.24882,-88.52882,20-May-18,1428,2.4,Trend,1967.9,5.3,12.2,103584504,2018,7,11,11-Jul-18,"08-Jul-18, 09-Jul-18, 10-Jul-18"
3,NA,6,16-2930-53355,Fallingsnow L.,NA, Lake Trout,48.14185,-89.7849,18-May-18,1455,2.7,Trend,144.8,13.4,33,19393711.72,2018,7,10,10-Jul-18,"08-Jul-18, 09-Jul-18, 10-Jul-18"
3,NA,6,16-3477-53867,Magone L.,NA, Brook Trout,48.61432,-89.06171,,,,Trend,26.4,3.9,10,1038724.81,2018,7,10,10-Jul-18,"10-Jul-18, 11-Jul-18"
3,NA,5,15-6315-54021,Kawene L.,NA,,48.7611,-91.20623,,,,Supplemental,113.5,5.9,27,6715805.74,2018,7,9,09-Jul-18,"07-Jul-18, 08-Jul-18, 09-Jul-18, 10-Jul-18, 11-Jul-18"
3,NA,6,15-6659-53963,Rudge L.,NA, Lake Trout,48.69703,-90.73502,18-May-18,1477,2.4,Trend,501.1,8.1,33,40605123.3,2018,7,8,08-Jul-18,"08-Jul-18, 09-Jul-18, 10-Jul-18, 11-Jul-18"
3,NA,6,16-3488-53829,Penassen L.s,NA,,48.58443,-89.04505,,1447,3,Supplemental,41.2,2.7,14,1103654.57,2018,7,7,07-Jul-18,"07-Jul-18, 08-Jul-18"
3,NA,6,16-3500-55543,Waweig L.,NA, Lake Trout,50.12945,-89.09663,20-May-18,1362,1.2,Trend,1151.8,15.2,42.7,175918051.8,2018,7,7,07-Jul-18,"04-Jul-18, 05-Jul-18, 06-Jul-18"
3,NA,6,15-6641-53950,Huronian L.,NA, Lake Trout,48.68758,-90.77235,18-May-18,1482,2.5,Trend,361.4,10.8,38,39067321.58,2018,7,6,06-Jul-18,"04-Jul-18, 05-Jul-18, 06-Jul-18, 07-Jul-18"
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2018,7,6,06-Jul-18,"04-Jul-18, 05-Jul-18"
3,NA,6,16-3483-54344,Walotka L.,NA, Lake Trout,49.04481,-89.07437,21-May-18,1436,2.6,Trend,93.9,9.8,23,9506000.19,2018,7,6,06-Jul-18,"04-Jul-18, 05-Jul-18, 06-Jul-18"
3,NA,6,16-3207-54488,Jolly L.,NA, Walleye,49.16785,-89.45932,21-May-18,1429,2.3,Trend,100.9,2.1,5,2034899.94,2018,6,27,27-Jun-18,"25-Jun-18, 26-Jun-18, 27-Jun-18"
3,NA,6,15-6747-53842,Burchell L.,NA, Lake Trout,48.58834,-90.62706,18-May-18,1470,2.4,Trend,1044.9,24.3,74.7,249463786.2,2018,6,26,26-Jun-18,"24-Jun-18, 25-Jun-18, 26-Jun-18"
3,NA,6,15-6979-55108,Empire L.,NA, Walleye,49.71999,-90.24726,20-May-18,1451,1.8,Trend,681.4,6,23.5,40625998.54,2018,6,26,26-Jun-18,"24-Jun-18, 25-Jun-18, 26-Jun-18"
3,NA,6,15-7053-53459,Sandstone L.,NA, Walleye,48.23175,-90.24029,18-May-18,1448,2.5,Trend,729.9,7.3,23.8,68269602.67,2018,6,26,26-Jun-18,"26-Jun-18, 27-Jun-18, 28-Jun-18"
3,NA,6,15-7091-53688,Batwing L.,NA, Walleye,48.44209,-90.17355,18-May-18,1441,2.4,Trend,614.6,6.6,14.9,41197200.21,2018,6,22,22-Jun-18,"20-Jun-18, 21-Jun-18, 22-Jun-18, 23-Jun-18"
3,NA,6,15-7031-55216,Sparkling L.,NA, Walleye,49.81424,-90.17712,20-May-18,1448,1.8,Trend,1221.8,9.7,30.5,122801997.6,2018,6,22,22-Jun-18,"20-Jun-18, 21-Jun-18, 22-Jun-18"
3,NA,6,15-7050-54058,Athelstane L.,NA, Walleye,48.77457,-90.20796,21-May-18,1438,2.3,Trend,1764.9,9.4,32.9,169801595.4,2018,6,21,21-Jun-18,"20-Jun-18, 21-Jun-18, 22-Jun-18"
3,NA,6,15-7025-53379,Arrow L.,NA, Lake Trout,48.15855,-90.26498,18-May-18,1455,2.6,Trend,3234.4,17.8,54.9,589963157.3,2018,6,19,19-Jun-18,"20-Jun-18, 21-Jun-18, 22-Jun-18, 23-Jun-18, 24-Jun-18, 25-Jun-18"
3,NA,6,15-6913-53983,Kashabowie L.,NA, Walleye,48.71886,-90.39423,21-May-18,1448,2.3,Trend,2163.3,7.4,35,169430409.4,2018,6,14,14-Jun-18,"12-Jun-18, 13-Jun-18, 14-Jun-18, 15-Jun-18"
3,NA,6,15-7026-53901,Middle Shebandowan L.,NA,,48.64559,-90.26705,,1443,2.4,Supplemental,1799.1,9.7,25,165549377.8,2018,6,12,12-Jun-18,"12-Jun-18, 13-Jun-18, 14-Jun-18, 15-Jun-18"
3,NA,4,15-4525-57350,Berens L.,NA, Walleye,51.75814,-93.71456,22-May-22,1454,0.9,Trend,2661.7,4.7,11.6,131148790.1,2022,5,22,,
3,NA,4,15-4902-55617,Cedar L.,NA,,50.17998,-93.16459,,,,Supplemental,2901.7,,,,,,,,
3,NA,4,15-4653-55440,Clay L.,NA,,50.04611,-93.48572,,1674,2.7,Supplemental,2755.4,7.9,21.9,243936206.8,,,,,
3,NA,4,15-4785-55574,Cliff L.,NA,,50.16879,-93.29998,,1649,2.6,Supplemental,2236.3,9.2,34.1,245032785.9,,,,,
3,NA,4,15-4520-56490,Keg L.,NA,,50.99542,-93.68541,21-May-19,1520,1.6,Supplemental,1100.8,7.1,15,78071723.71,2019,5,21,,
3,NA,4,15-6207-55385,Lake of B.s,NA,,49.98409,-91.28781,,1565,2,State,4326,7.5,25,325004945.2,,,,,
3,NA,4,15-5735-55360,Minnitaki L.,NA,,49.97183,-91.95802,,1631,2.3,Supplemental,17508.9,12.2,44,2128401752,,,,,
3,NA,4,15-4900-55708,Perrault L.,NA,,50.29084,-93.13068,,1624,2.4,Supplemental,3302.1,9.5,24.4,314540697.9,,,,,
3,NA,4,15-4304-57399,Pikangikum L.,NA, Walleye,51.80217,-93.99622,22-May-22,1465,0.9,Trend & State,5429.6,4.6,21,268000598.9,2022,5,22,,
3,NA,4,15-5085-55575,Thaddeus L.,NA,,50.17463,-92.89251,,1635,2.4,Supplemental,1566.4,8.5,16.2,132600000,,,,,
3,NA,4,15-4238-55430,Tom L.,NA, Lake Trout,50.03637,-94.06278,26-May-22,1718,2.9,Trend,57.1,12.1,36,6800200.31,2022,5,22,,
3,NA,4,15-6233-55269,Towers L.,NA, Walleye,49.88748,-91.2871,23-May-22,1565,2.1,Trend,102,10,32,10210285.28,2022,5,22,,
3,NA,4,15-4880-55820,Wabaskang L.,NA,,50.38864,-93.22539,,1606,2.3,Supplemental,6150.2,7.6,28.7,470645208.9,,,,,
3,NA,4,15-5464-56006,Wapesi L.,NA,,50.54216,-92.33631,21-May-19,1575,1.9,State,2350.9,2,9.2,47328000,2019,5,21,,
3,NA,4,15-6775-54775,Wawang L.,NA, Walleye,49.42645,-90.55214,,1466,2,Trend,1962.7,6.5,26.5,131397500,2021,1,0,,"25-Aug-21, 26-Aug-21, 27-Aug-21"
3,NA,5,15-4602-54790,Atikwa L.,NA, Lake Trout,49.49768,-93.53348,,1705,3.1,Trend,5196.5,13.2,59.5,711189563.9,,,,,
3,NA,5,15-4100-55022,Blindfold L.,NA, Walleye,49.67003,-94.25758,,1770,3.2,Trend,504.4,3.3,16.8,16374600.17,,,,,
3,NA,5,15-4100-55022,Blindfold L.,NA,,49.67003,-94.25758,,1770,3.2,Supplemental,504.4,3.3,16.8,16374600.17,2019,1,0,,"19-Aug-19, 20-Aug-19, 21-Aug-19, 22-Aug-19"
3,NA,5,15-5755-54281,Clearwater West L.,NA,,49.00747,-91.98602,,1618,2.9,Supplemental,3598.8,27.2,73.2,983151001.5,,,,,
3,NA,5,15-4115-55351,Cross L.,NA, Lake Trout,49.96489,-94.23609,26-May-22,1745,3,Trend,108.2,8.3,26.2,8656900.45,2022,5,26,,
3,NA,5,15-6263-53964,Crystal L.,NA,,48.7076,-91.27802,,1557,2.8,Supplemental,623.9,15.9,47,99948942.89,,,,,
3,NA,5,15-4399-55286,Daniels L.,NA, Lake Trout,49.92424,-93.85166,26-May-22,1716,3,Trend,1629.8,23.1,78.6,369461411.7,2022,5,26,,
3,NA,5,15-6460-54008,Elbow L.,NA,,48.74861,-91.02265,,,,Supplemental,567.4,,,,2022,1,0,,"15-Jul-22, 16-Jul-22, 17-Jul-22, 18-Jul-22, 19-Jul-22"
3,NA,5,15-6460-54008,Elbow L.,NA,,48.74861,-91.02265,,,,Supplemental,567.4,,,,2022,1,0,,"03-Aug-22, 04-Aug-22, 05-Aug-22, 06-Aug-22, 07-Aug-22"
3,NA,5,15-6340-53970,Eva L.,NA,,48.71744,-91.15971,,1542,2.7,Supplemental,1726.2,13.2,54.9,230036834.6,,,,,
3,NA,5,15-5688-53944,Factor L.,NA,,48.70208,-92.0698,,1614,3,Supplemental,640,14.5,49.4,93358454.4,,,,,
3,NA,5,15-6317-54251,Farley L.,NA, Walleye,48.96092,-91.20674,,1543,2.6,Trend,68.2,1.8,4.8,1254771.33,,,,,
3,NA,5,15-5670-54304,Grey Trout L.,NA,,49.0294,-92.07951,,1624,2.9,Supplemental,1333.2,17,48.8,220626008.3,,,,,
3,NA,5,15-5587-54132,Holmes L.,NA,,48.87064,-92.19604,,,,Supplemental,147.8,,,,,,,,
3,NA,5,15-5833-54665,Horseshoe L.,NA, Lake Trout,49.34622,-91.84931,,1613,2.6,Trend,103.6,5.4,19.9,5589452.98,,,,,
3,NA,5,15-6008-53925,Jim L.,NA,,48.67964,-91.63064,,,,Supplemental,200.2,,,,,,,,
3,NA,5,15-6315-54021,Kawene L.,NA,,48.7611,-91.20623,,,,Supplemental,113.5,5.9,27,6715805.74,,,,,
3,NA,5,15-6315-54021,Kawene L.,NA,,48.7611,-91.20623,,,,Supplemental,113.5,5.9,27,6715805.74,2018,1,0,,"18-Aug-18, 19-Aug-18, 20-Aug-18"
3,NA,5,15-6040-53925,Little Brown L.,NA,,48.67828,-91.58378,,,,Supplemental,57.9,,,,,,,,
3,NA,5,15-6298-53936,Marion L.,NA,,48.68405,-91.23491,,,,Supplemental,446,,,,,,,,
3,NA,5,15-5752-53953,McCaulay L.,NA,,48.70827,-91.97711,,1611,3,Supplemental,465.2,20.8,50,96755455.7,,,,,
3,NA,5,15-5913-53921,Narrow L.,NA,,48.67618,-91.75619,,,,Supplemental,51.4,,,,,,,,
3,NA,5,15-5842-54507,Nora L.,NA,,49.19934,-91.85993,,1611,2.7,Supplemental,1612.7,16.2,55.2,258001208.2,,,,,
3,NA,5,15-6136-53934,Nym L.,NA,,48.68333,-91.42721,,1577,2.9,Supplemental,1792.5,8.7,37.2,159914694.4,,,,,
3,NA,5,15-3726-54565,"of the Woods, L.",NA, Walleye,49.32857,-94.50117,15-May-18,,,Trend - nonrandom,219338.4,,,,2018,1,0,,
3,NA,5,15-3726-54565,"of the Woods, L.",NA, Walleye,49.32857,-94.50117,13-May-18,,,Trend - nonrandom,219338.4,,,,2018,1,0,,
3,NA,5,15-5940-53910,Owl L.,NA,,48.66661,-91.72276,,,,Supplemental,28.6,,,,,,,,
3,NA,5,15-5537-54222,Pettit L.,NA,,48.94535,-92.26647,,1630,3,Supplemental,1113,9,25,101181525.1,,,,,
3,NA,5,15-4557-54838,Populus L.,NA, Walleye,49.50585,-93.59764,,1709,3.1,Trend,694.1,8.2,39,54579196.73,,,,,
3,NA,5,15-3765-54101,Rainy R.,NA,,48.84651,-94.68436,,,,Supplemental,3955,,,,2018,1,0,,"01-Aug-18, 05-Jul-18, 06-Jul-18, 07-Jul-18, 08-Jul-18, 09-Jul-18, 10-Aug-18, 11-Aug-18, 12-Aug-18, 13-Aug-18, 14-Aug-18, 17-Jul-18, 18-Jul-18, 19-Jul-18, 20-Jul-18, 21-Jul-18, 21-Jun-18, 22-Aug-18, 22-Jul-18, 22-Jun-18, 23-Aug-18, 23-Jul-18, 23-Jun-18, 24-Aug-18, 24-Jun-18, 25-Aug-18, 25-Jun-18, 26-Aug-18, 26-Jun-18, 27-Aug-18, 27-Jun-18, 28-Aug-18, 31-Jul-18"
3,NA,5,15-3765-54101,Rainy R.,NA,,48.84651,-94.68436,,,,Supplemental,3955,,,,2019,1,0,,"09-Sep-19, 10-Sep-19, 11-Sep-19"
3,NA,5,15-3765-54101,Rainy R.,NA,,48.84651,-94.68436,,,,Supplemental,3955,,,,2019,1,0,,"12-Sep-19, 13-Sep-19, 14-Sep-19"
3,NA,5,15-3765-54101,Rainy R.,NA,,48.84651,-94.68436,,,,Supplemental,3955,,,,2018,1,0,,"01-Aug-18, 04-Jul-18, 05-Jul-18, 06-Jul-18, 07-Jul-18, 08-Jul-18, 09-Jul-18, 10-Aug-18, 11-Aug-18, 11-Sep-18, 12-Aug-18, 12-Sep-18, 13-Aug-18, 13-Sep-18, 14-Aug-18, 14-Sep-18, 15-Sep-18, 16-Sep-18, 17-Jul-18, 17-Sep-18, 18-Jul-18, 19-Jul-18, 20-Jul-18, 21-Jul-18, 21-Jun-18, 22-Aug-18, 22-Jul-18, 22-Jun-18, 23-Aug-18, 23-Jul-18, 23-Jun-18, 24-Aug-18, 24-Jun-18, 25-Aug-18, 25-Jun-18, 26-Aug-18, 26-Jun-18, 27-Aug-18, 27-Jun-18, 28-Aug-18, 31-Jul-18"
3,NA,5,15-5026-55337,Rugby L.,NA,,49.95675,-92.95825,,1662,2.6,Supplemental,1020.5,3.4,7.6,33469601.77,2019,1,0,,"09-Sep-19, 10-Sep-19, 11-Sep-19, 12-Sep-19"
3,NA,5,15-5955-54404,Sandford L.,NA, Lake Trout,49.10844,-91.68457,,1600,2.7,Trend,2912.1,36.8,114.7,1075185560,,,,,
3,NA,5,15-6218-54036,Sapawe L.,NA,,48.77264,-91.34185,,,,Supplemental,481.2,,,,2023,1,0,,"12-Jul-23, 13-Jul-23, 14-Jul-23"
3,NA,5,15-6218-54036,Sapawe L.,NA,,48.77264,-91.34185,,,,Supplemental,481.2,,,,2023,1,0,,"24-Aug-23, 25-Aug-23, 26-Aug-23"
3,NA,5,15-4785-54790,Tadpole L.,NA, Lake Trout,49.47038,-93.29066,,1692,3,Trend,521.8,9.6,36,50976002.03,,,,,
3,NA,5,15-5203-55093,Wabigoon L.,NA,,49.73222,-92.72928,,1665,2.6,Supplemental,10365.8,6.5,15,674349995,,,,,
3,NA,5,15-5654-53962,Warner L.,NA,,48.71612,-92.11263,,,,Supplemental,150.9,,,,,,,,
3,NA,5,15-4495-55118,Winnange L.,NA, Walleye,49.75528,-93.70447,,1712,3,Trend,2438.8,27.2,115.2,715768020.1,,,,,
3,NA,6,15-6910-53378,Addie L.,NA,,48.16665,-90.42954,,1465,2.6,Supplemental,117,2.1,3.7,2457542.27,,,,,
3,NA,6,15-7025-53379,Arrow L.,NA,,48.15855,-90.26498,,1455,2.6,Supplemental,3234.4,17.8,54.9,589963157.3,,,,,
3,NA,6,15-7050-54058,Athelstane L.,NA,,48.77457,-90.20796,,1438,2.3,Supplemental,1764.9,9.4,32.9,169801595.4,,,,,
3,NA,6,15-7097-53434,Atik L.,NA,,48.21094,-90.17813,18-May-18,1445,2.5,Supplemental,69.6,,,,2018,1,0,,
3,NA,6,16-4566-55070,Beatty L.,NA, Lake Trout,49.71792,-87.60467,20-May-18,1360,1.3,Trend,651.5,6.1,27.5,42657298.59,2018,1,0,,"10-Aug-18, 11-Aug-18, 12-Aug-18, 13-Aug-18"
3,NA,6,16-3738-53990,Bigger L.,NA, Brook Trout,48.73271,-88.7152,,,,Trend,12,,,,,,,,
3,NA,6,15-7020-53669,Blunder L.,NA,,48.42444,-90.26943,,1446,2.4,Supplemental,125.6,2.6,6.7,3343314.65,,,,,
3,NA,6,15-6747-53842,Burchell L.,NA,,48.58834,-90.62706,,1470,2.4,Supplemental,1044.9,24.3,74.7,249463786.2,,,,,
3,NA,6,15-7176-53418,Castle L.,NA,,48.19412,-90.07267,,1442,2.5,Supplemental,37.2,,,,,,,,
3,NA,6,15-7002-53661,Chambers L.,NA,,48.41885,-90.29282,,,,Supplemental,185.3,,,,,,,,
3,NA,6,16-3700-54335,Cliff L.,NA,,49.04188,-88.77821,,1436,2.6,Supplemental,41.1,5.4,12,2316600.12,,,,,
3,NA,6,16-4013-54584,Cox L.,NA,,49.27195,-88.35773,,,,Supplemental,217.5,,,,2021,1,0,,"16-Aug-21, 17-Aug-21"
3,NA,6,16-3557-55322,Cry L.,NA, Lake Trout,49.92643,-89.01587,20-May-18,1376,1.5,Trend,244.9,22.2,47.6,54767401.2,2018,1,0,,"14-Aug-18, 15-Aug-18, 16-Aug-18, 17-Aug-18"
3,NA,6,15-7039-53810,Dakota L.,NA,,48.55075,-90.23783,,1444,2.4,Supplemental,118.4,,,,,,,,
3,NA,6,15-6827-54135,"des Mille Lacs, La.",NA,,48.87653,-90.51282,,1446,2.2,Supplemental,24510.9,6.8,24.4,1639670499,,,,,
3,NA,6,15-6577-53565,Elevation L.,NA,,48.3436,-90.87116,,1499,2.6,Supplemental,104.2,,,,,,,,
3,NA,6,16-3710-54376,Elm L.,NA,,49.0786,-88.76521,,,,Supplemental,64.9,,,,,,,,
3,NA,6,16-3800-54060,Fall L.,NA, Brook Trout,48.79728,-88.63329,,,,Trend,12.4,,,,,,,,
3,NA,6,16-2930-53355,Fallingsnow L.,NA,,48.14185,-89.7849,,1455,2.7,Supplemental,144.8,13.4,33,19393711.72,,,,,
3,NA,6,15-6904-53837,Greenwater L.,NA,,48.57454,-90.42999,,1453,2.4,Supplemental,3407.2,18.1,54.9,553914320.5,,,,,
3,NA,6,16-3638-54070,Greenwich L.,NA,,48.80501,-88.85841,,1436,2.8,Supplemental,478.6,19.6,61,93766843.24,,,,,
3,NA,6,15-6812-53794,Grouse L.,NA, Lake Trout,48.54321,-90.54489,18-May-18,1464,2.4,Trend,86.9,15.7,38.4,13706100.31,2018,1,0,,"16-Aug-18, 17-Aug-18, 18-Aug-18, 19-Aug-18"
3,NA,6,16-4013-54300,Hansi L.,NA, Brook Trout,49.02274,-88.34887,,,,Trend,5.7,,,,2019,1,0,,09-Jul-19
3,NA,6,16-3752-53979,Hilma L.,NA, Brook Trout,48.72363,-88.6958,,1426,2.9,Trend,39.1,,,,,,,,
3,NA,6,15-6539-53616,Home L.,NA,,48.39187,-90.91955,,1503,2.6,Supplemental,59.3,,,,,,,,
3,NA,6,16-3724-53935,Hunters L.s,NA, Brook Trout,48.68849,-88.73973,,1428,2.9,Trend,27.9,4,19,1108620.7,,,,,
3,NA,6,15-6641-53950,Huronian L.,NA,,48.68758,-90.77235,,1482,2.5,Supplemental,361.4,10.8,38,39067321.58,,,,,
3,NA,6,15-6814-53436,Icarus L.,NA,,48.22011,-90.57186,,1474,2.6,Supplemental,645,11.7,48,75635093.57,,,,,
3,NA,6,16-3750-54094,Innes L.,NA,,48.82849,-88.70686,,1429,2.8,Supplemental,220.4,8.3,42,18343191.49,,,,,
3,NA,6,15-7019-53947,Kabaigon L.,NA,,48.6744,-90.25679,,,,Supplemental,138.2,,,,2020,1,0,,15-Sep-20
3,NA,6,15-7019-53947,Kabaigon L.,NA,,48.6744,-90.25679,,,,Supplemental,138.2,,,,2021,1,0,,"13-Jul-21, 14-Jul-21"
3,NA,6,15-6986-53540,Kamikau L.,NA,,48.30997,-90.3213,,1451,2.5,Supplemental,156.3,6.6,19,10275558.46,,,,,
3,NA,6,16-3359-53629,Kaministiquia R.,NA,,48.39204,-89.21879,,,,Supplemental,642.8,,,,2020,1,0,,"21-Sep-20, 22-Sep-20, 23-Sep-20, 24-Sep-20"
3,NA,6,15-6913-53983,Kashabowie L.,NA,,48.71886,-90.39423,,1448,2.3,Supplemental,2163.3,7.4,35,169430409.4,,,,,
3,NA,6,15-7067-53777,Kekekuab L.,NA,,48.51593,-90.20803,,1442,2.4,Supplemental,545.9,1.2,3,6645207.82,,,,,
3,NA,6,15-7023-54024,Little Athelstane L.,NA,,48.74472,-90.24681,,,,Supplemental,223.1,,,,,,,,
3,NA,6,16-3761-53954,Little Hilma L.,NA,,48.7079,-88.68404,,,,Supplemental,17.3,,,,,,,,
3,NA,6,16-3657-54310,Little Moraine L.,NA,,49.01989,-88.83585,,1436,2.6,Supplemental,234.1,13.2,32,30973474.07,,,,,
3,NA,6,16-3725-53994,Long L.,NA, Brook Trout,48.73714,-88.73431,,,,Trend,10.3,,,,,,,,
3,NA,6,16-3752-54002,MacIntosh L.,NA, Brook Trout,48.74456,-88.69785,,1427,2.9,Trend,48.4,,,,,,,,
3,NA,6,16-3752-54002,MacIntosh L.,NA,,48.74456,-88.69785,,1427,2.9,Supplemental,48.4,,,,,,,,
3,NA,6,16-3699-53994,Mackenzie L.,NA,,48.73581,-88.76982,,1431,2.9,Supplemental,53.7,,,,,,,,
3,NA,6,16-2901-53647,Marks L.,NA,,48.4031,-89.83696,,1442,2.5,Supplemental,39.4,3.6,13.9,1427183.07,,,,,
3,NA,6,15-7023-53650,McGrath L.,NA,,48.40684,-90.26696,,,,Supplemental,333.9,,,,,,,,
3,NA,6,16-3803-54067,Miner L.,NA,,48.80311,-88.62951,,1424,2.8,Supplemental,5.2,,,,,,,,
3,NA,6,16-3644-54282,Moraine L.,NA,,48.98836,-88.85198,,1437,2.7,Supplemental,280.2,,,,,,,,
3,NA,6,15-6672-53552,Mowe L.,NA,,48.33174,-90.74281,,1487,2.6,Supplemental,620.6,11.4,33,70933704.04,,,,,
3,NA,6,15-6681-53680,Myrt L.,NA,,48.44354,-90.7278,,1484,2.5,Supplemental,275.4,,,,,,,,
3,NA,6,16-3680-53921,Nalla L.,NA,,48.6695,-88.79215,,1431,2.9,Supplemental,46.3,8.3,21,4058700.22,,,,,
3,NA,6,15-6828-53703,Nelson L.,NA,,48.46221,-90.52889,,1464,2.5,Supplemental,653.1,5.7,11.8,40350300.04,,,,,
3,NA,6,16-3921-55210,"Nipigon, L.",NA, Walleye,49.82331,-88.51794,,,,Trend - nonrandom,449676.2,,,,2020,1,0,,"14-Sep-20, 15-Sep-20, 16-Sep-20, 17-Sep-20"
3,NA,6,16-3921-55210,"Nipigon, L.",NA, Walleye,49.82331,-88.51794,,,,Trend - nonrandom,449676.2,,,,2018,1,0,,"06-Jul-18, 07-Jul-18, 07-Sep-18, 08-Jul-18, 08-Sep-18, 09-Aug-18, 09-Jul-18, 10-Aug-18, 10-Jul-18, 10-Sep-18, 11-Aug-18, 11-Sep-18, 12-Aug-18, 12-Sep-18, 13-Aug-18, 14-Aug-18, 18-Jul-18, 19-Jul-18, 19-Jun-18, 20-Jun-18, 21-Jun-18, 22-Jun-18, 23-Aug-18, 23-Jun-18, 24-Aug-18, 24-Jun-18, 25-Aug-18, 25-Jul-18, 26-Aug-18, 26-Jul-18, 27-Aug-18, 27-Jul-18, 28-Aug-18, 28-Jul-18, 29-Jul-18, 30-Jul-18"
